"SID","Commodity code","Product line suffix","Start date","End date","Indentation","End line","Description"
29848,"0406902300","80","01/01/1972","",3,1,"Edam"
29851,"0406902500","80","01/01/1972","",3,1,"Tilsit"
29864,"0406902900","80","01/01/1972","",3,1,"Kashkaval"
86190,"0406903200","80","01/01/2007","",3,1,"Feta"
29873,"0406903500","80","01/01/1972","",3,1,"Kefalo-Tyri"
29876,"0406903700","80","01/01/1972","",3,1,"Finlandia"
29879,"0406903900","80","01/01/1972","",3,1,"Jarlsberg"
29882,"0406905000","10","01/01/1972","",3,0,"Other"
29883,"0406905000","80","01/01/1972","",4,1,"Cheese of sheep's milk or buffalo milk in containers containing brine, or in sheepskin or goatskin bottles"
29886,"0406906100","10","01/01/1972","",4,0,"Other"
29887,"0406906100","20","01/01/1972","",5,0,"Of a fat content, by weight, not exceeding 40 % and a water content, by weight, in the non-fatty matter"
29888,"0406906100","30","01/01/1972","",6,0,"Not exceeding 47 %"
29889,"0406906100","80","01/01/1972","",7,1,"Grana Padano, Parmigiano Reggiano"
29890,"0406906300","80","01/01/1972","",7,0,"Fiore Sardo, Pecorino"
70836,"0406906310","80","01/07/1999","",8,1,"Pecorino"
70837,"0406906390","80","01/07/1999","",8,1,"Other"
29891,"0406906900","80","01/01/1972","",7,1,"Other"
29896,"0406907300","10","01/01/1994","",6,0,"Exceeding 47 % but not exceeding 72 %"
29897,"0406907300","80","01/01/1972","",7,1,"Provolone"
98911,"0406907400","80","01/01/2015","",7,1,"Maasdam"
29898,"0406907500","80","01/01/1972","",7,0,"Asiago, Caciocavallo, Montasio, Ragusano"
70838,"0406907510","80","01/07/1999","",8,1,"Caciocavallo"
70839,"0406907590","80","01/07/1999","",8,1,"Other"
29899,"0406907600","80","01/01/1994","",7,0,"Danbo, Fontal, Fontina, Fynbo, Havarti, Maribo, Samsø"
70840,"0406907610","80","01/07/1999","",8,1,"Fontina"
70841,"0406907690","80","01/07/1999","",8,1,"Other"
29901,"0406907800","80","01/01/1994","",7,1,"Gouda"
29902,"0406907900","80","01/01/1972","",7,0,"Esrom, Italico, Kernhem, Saint-Nectaire, Saint-Paulin, Taleggio"
70842,"0406907910","80","01/07/1999","",8,1,"Esrom, Italico, Kernhem, Saint-Paulin"
70843,"0406907990","80","01/07/1999","",8,1,"Other"
29903,"0406908100","80","01/01/1972","",7,0,"Cantal, Cheshire, Wensleydale, Lancashire, Double Gloucester, Blarney, Colby, Monterey"
70844,"0406908110","80","01/07/1999","",8,1,"Cantal"
70846,"0406908190","80","01/07/1999","",8,1,"Other"
29904,"0406908200","80","01/01/1994","",7,1,"Camembert"
29906,"0406908400","80","01/01/1994","",7,1,"Brie"
29907,"0406908500","80","01/01/1972","",7,1,"Kefalograviera, Kasseri"
29908,"0406908600","10","01/01/1994","",7,0,"Other cheese, of a water content, by weight, in the non-fatty matter"
29909,"0406908600","80","01/01/1994","",8,0,"Exceeding 47 % but not exceeding 52 %"
29913,"0406908620","80","01/01/1994","",9,1,"Tulum Peyniri, made from sheep’s milk or buffalo milk, in individual plastic or other kind of packings of less than 10 kg"
69474,"0406908690","80","01/01/1998","",9,1,"Other"
98914,"0406908900","80","01/01/2015","",8,0,"Exceeding 52 % but not exceeding 62 %"
98915,"0406908910","80","01/01/2015","",9,1,"Tulum Peyniri, made from sheep’s milk or buffalo milk, in individual plastic or other kind of packings of less than 10 kg"
98916,"0406908990","80","01/01/2015","",9,1,"Other"
98917,"0406909200","80","01/01/2015","",8,0,"Exceeding 62 % but not exceeding 72 %"
98918,"0406909210","80","01/01/2015","",9,1,"Tulum Peyniri, made from sheep’s milk or buffalo milk, in individual plastic or other kind of packings of less than 10 kg"
98919,"0406909290","80","01/01/2015","",9,1,"Other"
29969,"0406909300","80","01/01/1972","",6,1,"Exceeding 72 %"
29974,"0406909900","80","01/01/1972","",5,1,"Other"
29977,"0407000000","80","01/01/1972","",0,0,"Birds' eggs, in shell, fresh, preserved or cooked"
94389,"0407110000","10","01/01/2012","",1,0,"Fertilised eggs for incubation"
94390,"0407110000","80","01/01/2012","",2,1,"Of fowls of the species Gallus domesticus"
94392,"0407190000","80","01/01/2012","",2,0,"Other"
94391,"0407191100","10","01/01/2012","",3,0,"Of poultry, other than of fowls of the species Gallus domesticus"
94393,"0407191100","80","01/01/2012","",4,1,"Of turkeys or geese"
94394,"0407191900","80","01/01/2012","",4,1,"Other"
94395,"0407199000","80","01/01/2012","",3,1,"Other"
94396,"0407210000","10","01/01/2012","",1,0,"Other fresh eggs"
94397,"0407210000","80","01/01/2012","",2,1,"Of fowls of the species Gallus domesticus"
94398,"0407290000","80","01/01/2012","",2,0,"Other"
94399,"0407291000","80","01/01/2012","",3,1,"Of poultry, other than of fowls of the species Gallus domesticus"
94400,"0407299000","80","01/01/2012","",3,1,"Other"
94401,"0407900000","80","01/01/2012","",1,0,"Other"
94402,"0407901000","80","01/01/2012","",2,1,"Of poultry"
94403,"0407909000","80","01/01/2012","",2,1,"Other"
29984,"0408000000","80","01/01/1972","",0,0,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter"
29985,"0408110000","10","01/01/1972","",1,0,"Egg yolks"
29986,"0408110000","80","01/01/1972","",2,0,"Dried"
29988,"0408112000","80","01/01/1994","",3,1,"Unfit for human consumption"
29989,"0408118000","80","01/01/1994","",3,1,"Other"
29991,"0408190000","80","01/01/1972","",2,0,"Other"
29995,"0408192000","80","01/01/1994","",3,1,"Unfit for human consumption"
29996,"0408198100","10","01/01/1994","",3,0,"Other"
29997,"0408198100","80","01/01/1994","",4,1,"Liquid"
29998,"0408198900","80","01/01/1994","",4,1,"Other, including frozen"
30000,"0408910000","10","01/01/1972","",1,0,"Other"
30001,"0408910000","80","01/01/1972","",2,0,"Dried"
30003,"0408912000","80","01/01/1994","",3,1,"Unfit for human consumption"
30004,"0408918000","80","01/01/1994","",3,1,"Other"
30006,"0408990000","80","01/01/1972","",2,0,"Other"
30008,"0408992000","80","01/01/1994","",3,1,"Unfit for human consumption"
30009,"0408998000","80","01/01/1994","",3,1,"Other"
30011,"0409000000","80","01/01/1972","",0,1,"Natural honey"
30012,"0410000000","80","01/01/1972","",0,1,"Edible products of animal origin, not elsewhere specified or included"
30015,"0500000000","80","31/12/1971","",0,0,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
30016,"0501000000","80","01/01/1972","",0,1,"Human hair, unworked, whether or not washed or scoured; waste of human hair"
30017,"0502000000","80","01/01/1972","",0,0,"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of such bristles or hair"
30018,"0502100000","80","01/01/1972","",1,1,"Pigs', hogs' or boars' bristles and hair and waste thereof"
30021,"0502900000","80","01/01/1972","",1,1,"Other"
30023,"0504000000","80","01/01/1972","",0,0,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked"
99413,"0504000010","80","01/07/2015","",1,1,"Casings"
99414,"0504000090","80","01/07/2015","",1,1,"Other"
30024,"0505000000","80","01/01/1972","",0,0,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers"
30025,"0505100000","80","01/01/1972","",1,0,"Feathers of a kind used for stuffing; down"
30026,"0505101000","80","01/01/1972","",2,1,"Raw"
30027,"0505109000","80","01/01/1972","",2,1,"Other"
30028,"0505900000","80","01/01/1972","",1,1,"Other"
30029,"0506000000","80","01/01/1972","",0,0,"Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinised; powder and waste of these products"
30030,"0506100000","80","01/01/1972","",1,1,"Ossein and bones treated with acid"
30031,"0506900000","80","01/01/1972","",1,1,"Other"
30032,"0507000000","80","01/01/1972","",0,0,"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products"
30033,"0507100000","80","01/01/1972","",1,1,"Ivory; ivory powder and waste"
30034,"0507900000","80","01/01/1972","",1,1,"Other"
30035,"0508000000","80","01/01/1972","",0,0,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof"
105736,"0508001000","80","01/01/2021","",1,1,"Red coral (Corallium rubrum)"
105737,"0508009000","80","01/01/2021","",1,0,"Other"
105738,"0508009010","80","01/01/2021","",2,1,"Empty shells for food use and use as raw material for glucosamine"
105739,"0508009020","80","01/01/2021","",2,1,"Shells containing soft tissue and flesh used for different purposes covered under Article 10(k)(i) of Regulation (EC) No 1069/2009"
105740,"0508009090","80","01/01/2021","",2,1,"Other"
30039,"0510000000","80","01/01/1972","",0,1,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved"
30042,"0511000000","80","01/01/1972","",0,0,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption"
30043,"0511100000","80","01/01/1972","",1,1,"Bovine semen"
30044,"0511910000","10","01/01/1972","",1,0,"Other"
30045,"0511910000","80","01/01/1972","",2,0,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3"
30046,"0511911000","80","01/01/1972","",3,1,"Fish waste"
30047,"0511919000","80","01/01/1972","",3,1,"Other"
30048,"0511990000","80","01/01/1972","",2,0,"Other"
30049,"0511991000","80","01/01/1972","",3,1,"Sinews or tendons; parings and similar waste of raw hides or skins"
86377,"0511993100","10","01/01/2007","",3,0,"Natural sponges of animal origin"
86378,"0511993100","80","01/01/2007","",4,1,"Raw"
86379,"0511993900","80","01/01/2007","",4,1,"Other"
86380,"0511998500","80","01/01/2007","",3,0,"Other"
96690,"0511998510","80","01/01/2013","",4,1,"Mammalian semen"
96691,"0511998520","80","01/01/2013","",4,1,"Mammalian ova and mammalian embryos"
96698,"0511998590","80","01/01/2013","",4,1,"Other"
30055,"0600000000","80","31/12/1971","",0,0,"LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
30056,"0601000000","80","01/01/1972","",0,0,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 1212"
30057,"0601100000","80","01/01/1972","",1,0,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant"
30058,"0601101000","80","01/01/1972","",2,1,"Hyacinths"
30059,"0601102000","80","01/01/1972","",2,1,"Narcissi"
30060,"0601103000","80","01/01/1972","",2,1,"Tulips"
30061,"0601104000","80","01/01/1972","",2,1,"Gladioli"
30062,"0601109000","80","01/01/1972","",2,1,"Other"
30065,"0601200000","80","01/01/1972","",1,0,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots"
30066,"0601201000","80","01/01/1972","",2,1,"Chicory plants and roots"
30067,"0601203000","80","01/01/1972","",2,1,"Orchids, hyacinths, narcissi and tulips"
30068,"0601209000","80","01/01/1972","",2,0,"Other"
99420,"0601209010","80","15/09/2016","",3,1,"Plants (rhizomes in flower) of Colocasia Schott"
100467,"0601209090","80","15/09/2016","",3,1,"Other"
30069,"0602000000","80","01/01/1972","",0,0,"Other live plants (including their roots), cuttings and slips; mushroom spawn"
30070,"0602100000","80","01/01/1972","",1,0,"Unrooted cuttings and slips"
30071,"0602101000","80","01/01/1972","",2,1,"Of vines"
30072,"0602109000","80","01/01/1972","",2,0,"Other"
100450,"0602109010","80","15/09/2016","",3,1,"Mormodica L., Solanum Melogena L. and Trichosantes L."
100449,"0602109090","80","15/09/2016","",3,1,"Other"
30073,"0602200000","80","01/01/1972","",1,0,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts"
30074,"0602201000","80","01/01/1972","",2,1,"Vine slips, grafted or rooted"
99826,"0602202000","10","01/01/2016","",2,0,"Other"
99427,"0602202000","80","01/01/2016","",3,1,"With bare roots"
99426,"0602203000","10","01/01/2016","",3,0,"Other"
99428,"0602203000","80","01/01/2016","",4,1,"Citrus"
99425,"0602208000","80","01/01/2016","",4,1,"Other"
30079,"0602300000","80","01/01/1972","",1,0,"Rhododendrons and azaleas, grafted or not"
76855,"0602300010","80","01/07/2003","",2,1,"Rhododendrons"
76854,"0602300090","80","01/07/2003","",2,1,"Azaleas"
30082,"0602400000","80","01/01/1972","",1,0,"Roses, grafted or not"
89204,"0602400010","80","01/01/2008","",2,1,"Cuttings"
89205,"0602400090","80","01/01/2008","",2,1,"Other"
59412,"0602900000","80","01/01/1996","",1,0,"Other"
59413,"0602901000","80","01/01/1996","",2,1,"Mushroom spawn"
59414,"0602902000","80","01/01/1996","",2,1,"Pineapple plants"
59415,"0602903000","80","01/01/1996","",2,1,"Vegetable and strawberry plants"
59416,"0602904100","10","01/01/1996","",2,0,"Other"
59417,"0602904100","20","01/01/1996","",3,0,"Outdoor plants"
59418,"0602904100","30","01/01/1996","",4,0,"Trees, shrubs and bushes"
59419,"0602904100","80","01/01/1996","",5,1,"Forest trees"
59420,"0602904500","10","01/01/1996","",5,0,"Other"
59421,"0602904500","80","01/01/1996","",6,1,"Rooted cuttings and young plants"
99429,"0602904600","10","01/01/2016","",6,0,"Other"
99430,"0602904600","80","01/01/2016","",7,1,"With bare roots"
99431,"0602904700","10","01/01/2016","",7,0,"Other"
99433,"0602904700","80","01/01/2016","",8,1,"Conifers and evergreens"
99432,"0602904800","80","01/01/2016","",8,1,"Other"
89214,"0602905000","80","01/01/2008","",4,0,"Other outdoor plants"
100464,"0602905010","80","15/09/2016","",5,1,"Mormodica L., Solanum Melogena L. and Trichosantes L."
100465,"0602905090","80","15/09/2016","",5,1,"Other"
59426,"0602907000","10","01/01/1996","",3,0,"Indoor plants"
59427,"0602907000","80","01/01/1996","",4,1,"Rooted cuttings and young plants, excluding cacti"
59428,"0602909100","10","01/01/1996","",4,0,"Other"
59429,"0602909100","80","01/01/1996","",5,0,"Flowering plants with buds or flowers, excluding cacti"
88304,"0602909110","80","01/03/2007","",6,1,"Potted plants not exceeding 1 m in height"
88306,"0602909190","80","01/03/2007","",6,1,"Other"
59430,"0602909900","80","01/01/1996","",5,0,"Other"
88307,"0602909910","80","01/03/2007","",6,1,"Potted plants not exceeding 1 m in height"
88308,"0602909990","80","01/03/2007","",6,1,"Other"
30121,"0603000000","80","01/01/1972","",0,0,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared"
86660,"0603110000","10","01/01/2007","",1,0,"Fresh"
86661,"0603110000","80","01/01/2007","",2,1,"Roses"
86664,"0603120000","80","01/01/2007","",2,1,"Carnations"
86667,"0603130000","80","01/01/2007","",2,1,"Orchids"
86668,"0603140000","80","01/01/2007","",2,1,"Chrysanthemums"
94409,"0603150000","80","01/01/2012","",2,1,"Lilies (Lilium spp.)"
86669,"0603190000","80","01/01/2007","",2,0,"Other"
86670,"0603191000","80","01/01/2007","",3,1,"Gladioli"
99434,"0603192000","80","01/01/2016","",3,1,"Ranunculi"
99435,"0603197000","80","01/01/2016","",3,0,"Other"
99436,"0603197010","80","01/01/2016","",4,1,"Of the genus Protea"
99437,"0603197020","80","01/01/2016","",4,1,"Of the genus Banksia, Leucadendron, Brunia and Forsythia"
99438,"0603197090","80","01/01/2016","",4,1,"Other"
30214,"0603900000","80","01/01/1972","",1,1,"Other"
30218,"0604000000","80","01/01/1972","",0,0,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared"
