Key,Was,Is
2824900000_80,Other,"Other than lead monoxide (litharge, massicot)"
2825100090_80,Other,Other than hydroxylammonium chloride (CAS RN 5470-11-1)
2825200090_80,Other,Other than lithium hydroxide monohydrate (CAS RN 1310-66-3)
2825600090_80,Other,Other than zirconium dioxide (CAS RN 1314-23-4)
2825901900_80,Other,"Other than calcium hydroxide of a purity of 98 % or more calculated on the dry weight, in the form of particles of which: - not more than 1 % by weight have a particle-size exceeding 75 micrometres and - not more than 4 % by weight have a particle-size of less than 1,3 micrometres"
2825904080_80,Other,"Other than tungsten trioxide, including blue tungsten oxide (CAS RN 1314-35-8 or CAS RN 39318-18-8)"
2825908590_80,Other,Other than tin oxides and hydroxides
2826190000_80,Other,Other than of aluminium
2826199000_80,Other,Other than of ammonium or of sodium
2826199090_80,Other,"Other than tungsten hexafluoride with a purity of 99,9 % by weight or more (CAS RN 7783-82-6)"
2826908000_80,Other,Other than dipotassium hexafluorozirconate
2827490000_80,Other,Other than of copper
2827499000_80,Other,Other than of lead
2827499090_80,Other,Other than hydrated zirconium dichloride oxide (CAS RN 7699-43-6)
2827590000_80,Other,Other than bromides of sodium or of potassium
2827600090_80,Other,Other than sodium iodide (CAS RN 7681-82-5)
2828100090_80,Other,Other than calcium hypochlorite (CAS RN 7778-54-3) having an active chlorine content of 65 % or more
2828900000_80,Other,Other than commercial calcium hypochlorite and other calcium hypochlorites
2829190000_80,Other,Other than of sodium
2829900000_80,Other,Other than chlorates
2830100090_80,Other,"Other than disodium tetrasulfide (CAS RN 12034-39-8), containing by weight 38 % or less of sodium calculated on the dry weight"
2830900000_80,Other,Other than sodium sulphides
2830908500_80,Other,"Other than sulphides of calcium, of antimony or of iron"
2831900000_80,Other,Other than of sodium
2833190000_80,Other,Other than disodium sulphate
2834290000_80,Other,Other than of potassium
2835390000_80,Other,Other than sodium triphosphate (sodium tripolyphosphate)
2836600090_80,Other,"Other than barium carbonate with a strontium content of more than 0,07% by weight and a sulphur content of more than 0,0015% by weight, whether in powder, pressed granular or calcined granular form"
2836910090_80,Other,"Other than lithium carbonate, containing one or more of the following impurities at the concentrations indicated: - 2 mg/kg or more of arsenic, - 200 mg/kg or more of calcium, - 200 mg/kg or more of chlorides, - 20 mg/kg or more of iron, - 150 mg/kg or more of magnesium, - 20 mg/kg or more of heavy metals, - 300 mg/kg or more of potassium, - 300 mg/kg or more of sodium, - 200 mg/kg or more of sulphates, determined according to the methods specified in the European Pharmacopoeia"
2836991700_80,Other,Other than of magnesium; of copper
2836991780_80,Other,Other than zirconium (IV) basic carbonate (CAS RN 57219-64-4 or 37356-18-6) with a purity by weight of 96 % or more
2837190000_80,Other,Other than of sodium
2837190090_80,Other,Other than copper cyanide (CAS RN 544-92-3)
2837200090_80,Other,"Other than tetrasodium hexacyanoferrate (II), (CAS RN 13601-19-9)"
2839190000_80,Other,Other than sodium metasilicates
2839190090_80,Other,Other than disodium disilicate (CAS RN 13870-28-5)
2839900000_80,Other,Other than of sodium
2839900090_80,Other,Other than calcium silicate (CAS RN 1344-95-2)
2840190000_80,Other,Other than anhydrous
2840199000_80,Other,Other than disodium tetraborate pentahydrate
2840209000_80,Other,"Other than borates of sodium, anhydrous"
2840209090_80,Other,Other than zinc borate (CAS RN 12767-90-7)
2840300090_80,Other,Other than sodium peroxometaborate (Sodium perborate) (CAS RN 7632-04-4)
2841500013_80,Other,"Other than potassium dichromate (CAS RN 7778-50-9) with a purity by weight of 99% or more, for use as intermediate for the production of chrome"
2841690000_80,Other,Other than potassium permanganate
2841800090_80,Other,Other than diammonium wolframate (ammonium paratungstate) (CAS RN 11120-25-5)
2841903090_80,Other,Other than potassium metavanadate (CAS RN 13769-43-2)
2841908500_80,Other,Other than zincates and vanadates
2842900000_80,Other,"Other than double or complex silicates, including aluminosilicates whether or not chemically defined"
2842901090_80,Other,Other than sodium selenate (CAS RN 13410-01-0)
2842908000_80,Other,"Other than salts, double salts or complex salts of selenium or tellurium acids"
2843109000_80,Other,Other than silver
2843290000_80,Other,Other than silver nitrate
2843909000_80,Other,Other than amalgams
2844203500_80,Other,Other than ferro-uranium
2844205900_80,Other,Other than ferro-uranium
2844209900_80,Other,Other than mixtures of uranium and plutonium
2844301190_80,Other,Other than unwrought; waste and scrap
2844301900_80,Other,Other than cermets
2844305190_80,Other,Other than unwrought; waste and scrap
2844305500_10,Other,Other than cermets
2844306900_80,Other,"Other than bars, rods, angles, shapes and sections, sheets and strips"
2844309900_80,Other,"Other than of thorium or of uranium depleted in U 235, whether or not mixed together , other than thorium salts"
2844419000_80,Other,Other than artificial radioactive isotope; compounds of artificial radioactive isotope
2844429000_80,Other,Other than artificial radioactive isotopes; compounds of artificial radioactive isotopes
2845909000_80,Other,"Other than deuterium and compounds thereof; hydrogen and compounds thereof, enriched in deuterium; mixtures and solutions containing these products"
2846900000_80,Other,Other than cerium compounds
2849905090_80,Other,Other than of tantalum
2850006019_80,Other,Other than sodium azide (CAS RN 26628-22-8)
2850006095_80,Other,"Other than calcium silicon - a chemical compound that contains by weight 16 % or more of calcium, 45 % or more of silicon, less than 14 % of iron and not more than 10 % of any other element; whether or not presented in bulk, packaged in bags or in steel drums, enclosed in steel sheets (or cored wire), or otherwise presented"
2852900000_80,Other,Other than chemically defined
2853900000_80,Other,Other than cyanogen chloride (chlorcyan)
2853909090_80,Other,Other than phosphine (CAS RN 7803-51-2)
2902190000_80,Other,Other than cyclohexane
2903190090_80,Other,"Other than 1,1,1-Trichloroethane (methylchloroform)"
2903220090_80,Other,Other than with a purity by weight of 99 % or more
2903499090_80,Other,Other than fluoroethane (ethyl fluoride) (HFC-161)
2903590000_80,Other,"Other than 2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)"
2903691900_80,Other,Other than dibromomethane
2903720090_80,Other,"Other than dichloro-1,1,1-trifluoroethane (CAS RN 306-83-2) with a purity by weight of 99 % or more"
2903776090_80,Other,"Other than 1,1,1-Trichlorotrifluoroethane (CAS RN 354-58-5)"
2903779000_80,Other,"Other than trichlorofluoromethane, dichlorodifluoromethane, trichlorotrifluoroethanes, dichlorotetrafluoroethanes and chloropentafluoroethane"
2903798000_80,Other,"Other than halogenated only with bromine and chlorine, fluorine and chlorine or with fluorine and bromine"
2903898000_80,Other,"Other than 1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane; tetrabromocyclooctanes"
2903998000_80,Other,"Other than 2,3,4,5,6-Pentabromoethylbenzene"
2904990000_80,Other,Other than trichloronitromethane (chloropicrin)
2905110090_80,Other,"Other than methanol (CAS RN 67-56-1) with a purity of 99,85 % by weight or more"
2905120090_80,Other,Other than propan-1-ol (propyl alcohol) (CAS RN 71-23-8)
2905149000_80,Other,Other than 2-Methylpropan-2-ol (tert-butyl alcohol)
2905168500_80,Other,Other than octan-2-ol
2905190019_80,Other,"Other than potassium tert-butanolate (CAS RN 865-47-4), whether or not in the form of a solution in tetrahydrofuran according to note 1e) to Chapter 29 of the CN"
2905290000_80,Other,Other than acyclic terpene alcohols
2905299000_80,Other,Other than allyl alcohol
2905299090_80,Other,Other than cis-hex-3-en-1-ol (CAS RN 928-96-1)
2905310090_80,Other,Other than mono ethylene glycol (current EC-number 203-473-3)
2905320090_80,Other,"Other than (2S)-propane-1,2-diol (CAS RN 4254-15-3) with a purity by weight of 98 % or more"
2905392800_80,Other,"Other than butane-1,4-diol or tetramethylene glycol (1,4-butanediol) having a bio-based carbon content of 100 % by mass"
2905441900_80,Other,"Other than containing 2 % or less by weight of D-mannitol, calculated on the D-glucitol content"
2905449100_10,Other,Other than in aqueous solution
2905449900_80,Other,"Other than containing 2 % or less by weight of D-mannitol, calculated on the D-glucitol content"
2905590000_80,Other,Other than ethchlorvynol (INN)
2905599800_80,Other,"Other than 2,2-Bis(bromomethyl)propanediol"
2905599890_80,Other,"Other than 2,2,2-Trifluoroethanol (CAS RN 75-89-8)"
2906290000_80,Other,Other than benzyl alcohol
2907159000_80,Other,Other than 1-Naphthol
2907159090_80,Other,Other than 2-Naphthol (CAS RN 135-19-3)
2907191090_80,Other,"Other than 2,6-Xylenol (CAS RN 576-26-1)"
2907199000_80,Other,Other than xylenols and their salts
2907210090_80,Other,Other than resorcinol (CAS RN 108-46-3)
2907220090_80,Other,Other than hydroquinone (quinol)
2908190000_80,Other,Other than pentachlorophenol (ISO)
2908910000_10,Other,Other than derivatives containing only halogen substituents and their salts
2909190000_80,Other,Other than diethyl ether
2909199000_80,Other,"Other than tert-butyl ethyl ether (ethyl-tertio-butyl-ether, ETBE)"
